bus,carrier,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2050-2056,2056-2062,2062-2070,2070-2076,2076-2082
IT,solar,0.1402083297369654,0.13996058833530733,0.1400306952206693,0.13975035924587048,,0.13928772019573116,0.1403295845031177,0.13826966477104338,0.13902449141358417,0.14033933201186402,0.13813758437365758,0.13927350191047982,0.13773439047378644,0.1385526930577377,0.1374421119354444,0.13791223137854985,0.1376135546327484
LT,offwind,0.46091630739951556,0.4491542294466427,0.4532848065393243,0.4240594267548059,,0.46084041575002804,0.4562895541825814,0.424151710892133,0.44111740867808374,0.43824257784627496,0.4458319322273267,0.4591473590913949,0.45690408443480257,0.44457045214153684,0.4188217934848539,0.4380615075656344,0.4442484057627118
LT,onwind,0.29476103260633063,0.2876041064218161,0.2785747002116269,0.26993922926596486,,0.2820679045135938,0.27841944061568524,0.2577894410300481,0.2733014818074177,0.2700672954579294,0.2757002893722578,0.2864031055350685,0.2804984384914452,0.2718187209282454,0.25380603692073084,0.26526975202384157,0.2719816716252888
LT,ror,0.11164748390714849,0.17231080353329034,0.1040366845977875,0.11500400731581796,,0.17205914862688626,0.15592402771767877,0.10740351062810366,0.17427265920928192,0.15633107777322805,0.10828729612741404,0.1849324854287307,0.15453004126988704,0.14865188755229863,0.13824280013450585,0.1383587282899169,0.1524384417871925
LT,solar,0.10905536236647775,0.10288769105675051,0.10908729750168915,0.10776875843990098,,0.10266342858009864,0.09999810808339078,0.10641168232833101,0.09799179286995471,0.09872403493298618,0.10313736413702228,0.09827198245190993,0.097087432948987,0.09820643572026565,0.09923487465343746,0.09913432926385264,0.09535038755586386
LU,onwind,0.273212477644216,0.2890565933991422,0.2694582396047166,0.26745659943008177,,0.27728874692699823,0.2740529335701742,0.25654022077971106,0.26940701423101693,0.26448720272555254,0.260324978249638,0.2855730632658252,0.27022472116606083,0.2636404837648163,0.2402888417935115,0.2481447664717666,0.26658082955359846
LU,ror,0.02884302460236577,0.03262368471631774,0.02790514419963184,0.028684242017867664,,0.03492409743661252,0.028299662596133836,0.027132304571202012,0.03138863630479617,0.028983288113526032,0.029864853022387994,0.03674517126717005,0.027396816733215427,0.02797210532161028,0.022941236356737466,0.023535193552811303,0.027068960690467755
LU,solar,0.10538435514424924,0.10245066962352277,0.10692493299320963,0.10606587633311987,,0.10137035930045603,0.10158661796637067,0.10605782518124916,0.10278703226832023,0.10207588306830981,0.1026572818224163,0.09892477229050524,0.10462928855208398,0.10240239115460588,0.107240002656295,0.10470436082871876,0.10418305229346178
LV,offwind,0.4496287360887116,0.43778814787486825,0.44535398460334724,0.41365650518077535,,0.45358771001980186,0.44867925572770323,0.41681866694084435,0.43095070864291996,0.4279785748776183,0.4370844558728675,0.4515289184880152,0.45005648101819345,0.44209593425982857,0.4074109168020985,0.42890455346145023,0.4339066373984739
LV,onwind,0.3142591583434315,0.3037446094871507,0.3006447091032228,0.28588397393849724,,0.3036518233477492,0.30065856134268415,0.27497225418439286,0.2903063124762664,0.2886798755437826,0.29576248153934404,0.3033789512704193,0.29903075036624227,0.29532379712201684,0.2687524166251272,0.28429222042144164,0.2881231133306911
LV,ror,0.3505300697112128,0.47013503202898244,0.33292329007744853,0.35681360049069133,,0.4689407141717104,0.48709164190350673,0.31920184105214755,0.47360921253684873,0.4566659812685894,0.34649319673806644,0.48020180945760016,0.4728039848829581,0.4036196597075842,0.3883425006819847,0.38738348375215736,0.42306104108412645
LV,solar,0.10551531858126122,0.1000469736141104,0.10483421698894825,0.1047673218706947,,0.09919707960181726,0.09706105017340047,0.10295004415714308,0.09573745743453727,0.09568551211842873,0.09976576886483597,0.09491281034064257,0.09293170399606576,0.09587892884185273,0.09735614701183544,0.09662496232206139,0.09311390304335387
NL,offwind,0.5258069532413692,0.5279155236049858,0.5264766047512338,0.5144506255076394,,0.5370534252269266,0.5464395276967549,0.5060107596464933,0.5228618984015078,0.512863241007295,0.513382459674601,0.5452024650224595,0.514701728889132,0.5142864795651286,0.4777271393409462,0.5006947959807717,0.49999359082076084
NL,onwind,0.3108634902165541,0.32685989326730386,0.31193125441293046,0.30735195481848726,,0.322130107420503,0.3282094322641737,0.2937067699795512,0.3106420608784543,0.30589130619572213,0.30637207677717687,0.3303524637856611,0.30759997479882134,0.30796496154415964,0.27512456341441943,0.2961767900924672,0.3012183757843003
NL,ror,0.4674502084284184,0.4668783358766724,0.4060180000897323,0.45446899420221565,,0.5105162622408658,0.47375020574747106,0.4114236722915289,0.5233653469707984,0.4733436858497278,0.4298740114661346,0.5473050680743812,0.43704612616507094,0.4584144874552464,0.36937396577791587,0.3526533008787914,0.41856540525831326
NL,solar,0.09983911648586462,0.09862919613445369,0.10246754496229399,0.10046458743406596,,0.09773050359824836,0.09622374329595829,0.10126592499710294,0.09820917606102986,0.09674633200335675,0.09830356425914288,0.09258781353161204,0.09845080269165407,0.09784275630363747,0.10096375759841206,0.09779962918342743,0.09809295909785998
